C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,regression target,classification target
single,1st phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,61.0,Portuguese,yes,no,no,yes,female,yes,19,no,0,6.0,11,4,11.0,0,0.0,6.0,11,3.0,11.66666667,0,9.4,-0.8,-3.12,0.6345000000000001,success
single,3rd phase - general contingent,third choice,Social Service,daytime,Secondary education,60.5,Portuguese,yes,,no,yes,female,yes,19,no,0,6.0,8,4,10.75,0,0.0,6.0,11,5.0,11.5,0,15.5,2.8,-4.06,0.607,success
single,2nd phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,58.5,Portuguese,yes,no,no,yes,male,no,20,no,0,6.0,9,6,,0,0.0,6.0,7,6.0,13.85714286,0,8.9,1.4,3.51,0.5885,success
single,Change of institution/course,second choice,Management,daytime,Secondary education,80.0,Portuguese,no,no,no,yes,female,no,53,,14,15.0,15,15,11.8,0,12.0,13.0,13,12.0,11.66666667,1,8.9,1.4,3.51,0.59,success
single,3rd phase - general contingent,sixth choice,Basic Education,daytime,Secondary education,55.0,Portuguese,,no,no,yes,female,no,20,no,0,6.0,10,4,12.75,0,0.0,6.0,14,3.0,11.33333333,0,10.8,1.4,1.74,0.55,success
single,Over 23 years old,second choice,Management (evening attendance),evening,Other - 11th year of schooling,66.55,Portuguese,no,no,no,yes,male,no,38,no,0,,11,2,10.5,0,0.0,5.0,9,3.0,11.33333333,1,7.6,2.6,0.32,0.6075,success
married,1st phase - general contingent,second choice,Agronomy,daytime,Secondary education,60.0,Portuguese,yes,no,yes,yes,male,no,35,no,14,17.0,17,14,10.64285714,1,12.0,12.0,12,12.0,10.66666667,0,15.5,2.8,-4.06,0.6025,failure
single,1st phase - general contingent,second choice,Basic Education,daytime,Secondary education,64.5,Portuguese,no,no,no,yes,female,no,19,,0,6.0,8,6,12.0,0,0.0,6.0,10,4.0,11.5,0,7.6,2.6,0.32,0.6905,failure
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,60.0,Portuguese,no,no,no,no,male,no,31,no,0,5.0,5,2,11.0,0,0.0,5.0,0,0.0,0.0,0,12.7,3.7,-1.7,0.6409999999999999,failure
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,77.0,Portuguese,,no,no,yes,male,no,19,no,0,8.0,8,7,13.71428571,0,0.0,8.0,8,7.0,13.71428571,0,12.7,3.7,-1.7,0.71,success
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,61.5,Portuguese,yes,no,no,yes,male,yes,20,no,0,6.0,10,4,13.2,0,0.0,6.0,8,0.0,0.0,0,12.4,0.5,1.79,0.5835,failure
married,Over 23 years old,second choice,Informatics Engineering,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,no,no,no,yes,male,no,36,no,0,5.0,0,0,0.0,0,0.0,5.0,0,0.0,0.0,0,16.2,0.3,-0.92,0.5,failure
married,Change of course,second choice,Management (evening attendance),evening,Secondary education,70.0,Portuguese,no,no,no,yes,female,no,33,no,8,10.0,15,8,10.375,0,7.0,10.0,13,9.0,10.44444444,0,7.6,2.6,0.32,0.539,success
married,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,50.0,Portuguese,no,no,no,yes,male,yes,41,no,0,5.0,9,4,11.0,0,0.0,5.0,6,5.0,11.4,0,8.9,1.4,3.51,0.565,success
single,2nd phase - general contingent,fourth choice,Communication Design,daytime,Secondary education,65.5,Portuguese,yes,no,no,yes,male,no,18,no,0,6.0,6,6,12.83333333,0,0.0,6.0,8,5.0,11.4,0,15.5,2.8,-4.06,0.601,success
married,Over 23 years old,second choice,Journalism and Communication,daytime,Secondary education,66.55,Portuguese,no,no,no,yes,male,no,43,no,0,6.0,10,4,11.75,0,0.0,6.0,7,0.0,0.0,0,15.5,,-4.06,0.66,failure
single,Holders of other higher courses,second choice,Management (evening attendance),evening,Higher education - degree (1st cycle),65.0,Portuguese,no,no,no,yes,male,no,38,no,10,10.0,10,10,13.6,0,5.0,10.0,10,5.0,13.6,0,8.9,1.4,3.51,0.65,failure
single,1st phase - general contingent,second choice,Journalism and Communication,daytime,Secondary education,79.0,Portuguese,yes,no,no,yes,female,yes,19,no,0,,6,6,14.83333333,0,0.0,6.0,6,6.0,14.66666667,0,12.7,3.7,-1.7,0.7234999999999999,success
single,Over 23 years old,second choice,Informatics Engineering,daytime,Secondary education,55.0,Portuguese,no,no,no,yes,male,no,34,no,0,5.0,7,0,0.0,0,0.0,5.0,8,1.0,11.0,0,10.8,1.4,1.74,0.6295000000000001,success
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,70.0,Portuguese,yes,no,no,yes,female,no,26,no,0,5.0,6,0,0.0,0,0.0,5.0,0,0.0,0.0,0,15.5,2.8,-4.06,0.6459999999999999,failure
single,2nd phase - general contingent,fifth choice,Social Service,daytime,Secondary education,70.0,Portuguese,yes,no,no,yes,female,yes,18,no,0,6.0,8,6,12.75,0,0.0,6.0,10,6.0,12.16666667,0,12.7,3.7,-1.7,0.6509999999999999,success
single,2nd phase - general contingent,second choice,Basic Education,daytime,Secondary education,70.0,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,9,4,13.0,0,0.0,6.0,9,4.0,12.25,0,12.7,3.7,-1.7,0.6114999999999999,failure
single,2nd phase - general contingent,second choice,Tourism,daytime,Secondary education,57.5,Portuguese,yes,no,no,yes,female,yes,18,no,0,6.0,9,5,11.4,0,0.0,6.0,6,6.0,11.33333333,0,12.4,0.5,1.79,0.5435,success
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,53.0,Portuguese,yes,no,yes,yes,female,no,20,no,0,5.0,10,2,,2,0.0,5.0,9,4.0,11.0,0,9.4,-0.8,-3.12,0.54,failure
single,Technological specialization diploma holders,second choice,Veterinary Nursing,daytime,Technological specialization course,65.0,Portuguese,no,no,no,no,male,no,20,no,2,6.0,10,5,13.2,0,1.0,6.0,21,3.0,12.0,0,12.4,0.5,1.79,0.65,success
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,65.0,Portuguese,no,no,no,yes,male,no,28,no,0,5.0,13,2,11.0,0,0.0,5.0,12,1.0,12.0,0,11.1,0.6,2.02,0.7605,failure
single,1st phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,54.0,Portuguese,yes,no,yes,no,female,no,20,no,0,6.0,0,0,0.0,0,0.0,6.0,0,0.0,0.0,0,8.9,1.4,3.51,0.575,failure
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,85.0,Portuguese,yes,no,no,yes,female,no,27,no,0,6.0,13,2,11.0,0,0.0,6.0,14,1.0,11.0,0,7.6,2.6,0.32,0.754,failure
single,Change of course,second choice,Advertising and Marketing Management,daytime,Secondary education,75.5,Portuguese,no,no,yes,yes,female,no,20,no,0,6.0,12,5,12.2,0,0.0,6.0,8,5.0,14.6,0,13.9,-0.3,0.79,0.5,success
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,66.55,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,10,0,0.0,4,0.0,6.0,0,0.0,0.0,0,7.6,2.6,0.32,0.685,failure
single,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,66.55,Portuguese,no,no,no,yes,male,no,34,no,0,6.0,6,4,12.25,0,0.0,5.0,5,0.0,0.0,0,11.1,0.6,2.02,0.7425,failure
single,Over 23 years old,second choice,Advertising and Marketing Management,daytime,Secondary education,60.0,Portuguese,yes,no,no,yes,female,,26,no,0,6.0,6,6,13.33333333,0,0.0,6.0,10,5.0,14.5,0,10.8,1.4,1.74,0.7115,success
married,Over 23 years old,second choice,Oral Hygiene,daytime,Secondary education,50.0,Spanish,no,no,no,yes,female,no,32,yes,0,7.0,10,7,11.0,0,0.0,8.0,8,8.0,13.125,0,12.7,3.7,-1.7,0.65,success
single,2nd phase - general contingent,fourth choice,Nursing,daytime,Secondary education,64.5,Portuguese,yes,no,no,yes,female,yes,19,no,0,8.0,8,7,13.15142857,0,0.0,8.0,8,7.0,13.15142857,0,10.8,1.4,1.74,0.6,success
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,70.0,Portuguese,no,no,no,yes,male,no,19,no,0,6.0,10,5,11.57142857,0,0.0,6.0,10,3.0,13.0,0,16.2,0.3,-0.92,0.66,failure
single,Over 23 years old,second choice,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,no,no,no,no,female,yes,39,no,0,7.0,14,3,11.5,0,0.0,7.0,9,2.0,10.5,0,16.2,0.3,-0.92,0.6,failure
single,Transfer,second choice,Management,daytime,Secondary education,67.5,Portuguese,no,no,no,no,male,no,25,no,0,5.0,6,0,0.0,0,0.0,5.0,5,,0.0,0,15.5,2.8,-4.06,0.6,failure
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,67.5,Portuguese,no,no,no,yes,female,yes,18,no,0,6.0,11,5,11.14285714,0,0.0,6.0,8,,12.28571429,0,16.2,0.3,-0.92,0.6225,success
single,1st phase - general contingent,second choice,Communication Design,daytime,Secondary education,68.5,Portuguese,yes,no,no,yes,female,yes,19,no,0,6.0,6,6,13.0,0,0.0,6.0,8,6.0,12.5,0,10.8,1.4,1.74,0.631,success
single,Transfer,second choice,Nursing,daytime,Secondary education,50.0,Portuguese,yes,no,no,,female,no,28,no,12,17.0,21,17,13.39473684,0,11.0,17.0,19,17.0,13.55473684,0,16.2,0.3,-0.92,0.6715000000000001,success
single,2nd phase - general contingent,fifth choice,Tourism,daytime,Secondary education,66.5,Portuguese,yes,no,no,,female,yes,18,no,0,6.0,14,2,11.0,0,0.0,6.0,14,3.0,10.33333333,0,7.6,2.6,0.32,0.6425,failure
single,1st phase - general contingent,second choice,Nursing,daytime,,71.0,Portuguese,yes,no,no,yes,female,yes,19,no,0,8.0,8,8,14.11,0,0.0,8.0,8,8.0,14.11,0,9.4,-0.8,-3.12,0.665,success
single,Change of course,second choice,Agronomy,daytime,Secondary education,75.0,Portuguese,no,no,no,yes,male,no,35,no,16,18.0,22,18,11.66666667,0,12.0,13.0,13,12.0,11.5,1,15.5,2.8,-4.06,0.75,success
married,Over 23 years old,second choice,Journalism and Communication,daytime,Basic education 2nd cycle (6th/7th/8th year) or equiv.,50.0,Portuguese,yes,no,no,yes,male,no,57,no,0,6.0,7,5,14.2,0,0.0,6.0,6,6.0,14.16666667,0,9.4,-0.8,-3.12,0.77,success
single,2nd phase - general contingent,seventh choice,Nursing,daytime,Secondary education,71.0,Portuguese,yes,no,no,yes,,no,19,no,0,7.0,7,7,13.64285714,0,0.0,8.0,8,8.0,14.3875,0,13.9,-0.3,0.79,0.6595,failure
single,Technological specialization diploma holders,second choice,Equinculture,daytime,Technological specialization course,75.0,Portuguese,yes,no,no,yes,male,no,22,no,11,18.0,32,12,12.85714286,1,8.0,12.0,15,10.0,14.3,0,16.2,0.3,-0.92,0.75,success
single,Change of course,third choice,Oral Hygiene,daytime,Secondary education,60.0,Portuguese,no,no,no,yes,female,no,27,no,0,7.0,9,7,12.22857143,0,1.0,8.0,10,8.0,13.2125,0,10.8,1.4,1.74,0.551,success
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,77.0,Portuguese,no,no,no,yes,male,yes,18,no,0,7.0,7,7,15.95714286,0,0.0,8.0,9,8.0,15.18888889,0,16.2,0.3,-0.92,0.7245,success
single,2nd phase - general contingent,third choice,Communication Design,daytime,Secondary education,63.5,Portuguese,yes,yes,no,yes,male,yes,25,no,0,6.0,8,4,10.25,0,0.0,6.0,6,4.0,11.25,0,12.7,3.7,-1.7,0.5965,failure
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,66.55,Portuguese,yes,no,no,yes,male,no,21,no,0,6.0,15,3,11.25,0,0.0,6.0,9,0.0,0.0,0,12.4,0.5,1.79,0.525,success
divorced,Over 23 years old,second choice,Social Service,daytime,Secondary education,60.0,Portuguese,yes,no,no,yes,female,yes,39,no,0,6.0,7,6,14.0,0,0.0,6.0,7,5.0,14.8,0,12.7,,-1.7,0.6275,success
single,Change of course,second choice,Social Service,daytime,Secondary education,62.0,Portuguese,yes,no,yes,no,female,no,22,no,6,10.0,16,6,11.83333333,0,2.0,7.0,8,2.0,13.0,0,16.2,0.3,-0.92,0.594,failure
single,2nd phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,66.55,Portuguese,yes,no,no,yes,female,yes,25,no,0,6.0,8,6,11.28571429,0,0.0,6.0,10,5.0,12.2,0,15.5,2.8,-4.06,0.48,success
single,2nd phase - general contingent,second choice,Informatics Engineering,daytime,Secondary education,61.0,Portuguese,no,no,no,yes,male,no,20,no,0,5.0,6,5,15.8,0,0.0,5.0,8,,13.71428571,0,11.1,0.6,2.02,0.5735,success
married,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,66.55,Portuguese,no,no,yes,yes,female,no,37,no,3,8.0,12,7,11.375,0,2.0,7.0,10,6.0,12.16666667,0,13.9,-0.3,0.79,0.5,success
single,1st phase - general contingent,second choice,Communication Design,daytime,Secondary education,58.0,Portuguese,yes,no,no,yes,female,no,20,no,0,6.0,6,6,12.83333333,0,0.0,6.0,10,6.0,11.16666667,0,12.4,0.5,1.79,0.5539999999999999,success
single,2nd phase - general contingent,second choice,Communication Design,,Secondary education,58.0,Portuguese,no,no,no,yes,female,no,20,no,0,,6,6,14.5,0,0.0,6.0,7,6.0,13.5,0,11.1,0.6,2.02,0.6185,success
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,60.0,Portuguese,yes,no,no,no,male,no,25,no,0,5.0,5,0,0.0,0,,5.0,5,0.0,0.0,0,9.4,-0.8,-3.12,0.6,failure
single,2nd phase - general contingent,fourth choice,Management,daytime,Secondary education,56.0,Portuguese,yes,no,no,yes,female,no,19,no,0,5.0,7,3,10.33333333,0,0.0,5.0,11,3.0,14.42857143,0,10.8,1.4,1.74,0.539,success
single,2nd phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,60.5,Portuguese,no,no,no,yes,female,no,21,no,0,5.0,10,0,0.0,1,0.0,5.0,9,2.0,13.5,0,7.6,2.6,0.32,0.6575,failure
single,3rd phase - general contingent,fifth choice,Nursing,daytime,Secondary education,68.5,Portuguese,yes,no,no,yes,female,no,18,no,0,7.0,8,7,13.6875,0,0.0,8.0,9,8.0,15.62222222,0,13.9,-0.3,0.79,0.6335000000000001,failure
single,2nd phase - general contingent,second choice,Basic Education,daytime,Secondary education,63.0,Portuguese,no,no,no,,female,yes,18,no,0,6.0,7,6,,0,0.0,6.0,7,5.0,12.2,0,10.8,1.4,1.74,0.6635,success
single,2nd phase - general contingent,fifth choice,Nursing,daytime,Secondary education,66.0,Portuguese,no,no,no,yes,female,yes,19,no,0,7.0,8,6,13.58,0,0.0,8.0,8,8.0,12.93625,0,15.5,2.8,-4.06,0.6275,success
single,1st phase - general contingent,second choice,Social Service,,Secondary education,65.0,Portuguese,no,no,no,yes,female,yes,18,no,0,6.0,9,6,11.5,0,0.0,6.0,11,5.0,14.0,0,11.1,0.6,2.02,0.624,success
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,60.5,Portuguese,yes,no,no,yes,female,yes,19,no,0,6.0,8,5,11.66666667,0,0.0,6.0,9,5.0,12.66666667,0,12.4,0.5,1.79,0.5945,success
single,1st phase - general contingent,sixth choice,Nursing,daytime,Secondary education,67.5,Portuguese,yes,no,no,yes,female,yes,19,no,0,8.0,8,7,12.77142857,1,0.0,8.0,8,7.0,12.77142857,1,9.4,-0.8,-3.12,0.62,success
single,1st phase - general contingent,second choice,Basic Education,daytime,Secondary education,70.0,Portuguese,,no,no,yes,female,no,18,no,0,6.0,6,6,13.66666667,0,0.0,6.0,9,6.0,12.33333333,0,7.6,2.6,0.32,0.7265,success
single,2nd phase - general contingent,second choice,Management,daytime,Secondary education,59.0,Portuguese,no,no,no,yes,female,no,19,no,0,5.0,11,3,10.66666667,0,0.0,5.0,9,4.0,10.25,0,11.1,0.6,2.02,0.611,success
single,Change of course,second choice,Management (evening attendance),evening,Secondary education,70.0,Portuguese,no,no,yes,no,female,no,29,no,0,5.0,15,2,13.25,0,0.0,5.0,12,3.0,12.6,3,16.2,0.3,-0.92,0.6775,failure
single,2nd phase - general contingent,third choice,Social Service (evening attendance),evening,Secondary education,60.0,Portuguese,,no,no,yes,female,no,19,no,0,6.0,8,5,12.2,0,0.0,6.0,7,6.0,12.0,0,7.6,,0.32,0.588,success
single,2nd phase - general contingent,fifth choice,Nursing,daytime,Secondary education,66.5,Portuguese,,no,no,yes,female,no,19,no,0,7.0,7,7,14.75714286,0,0.0,8.0,9,8.0,15.36666667,0,12.4,0.5,1.79,0.6535,success
single,2nd phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,71.0,Portuguese,no,no,no,yes,male,no,22,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,12.7,3.7,-1.7,0.6645,success
single,Change of course,second choice,Journalism and Communication,daytime,,64.5,Portuguese,no,no,no,,female,,21,no,0,6.0,7,6,12.0,0,0.0,,6,6.0,12.0,0,10.8,1.4,1.74,0.645,failure
single,1st phase - general contingent,second choice,Tourism,daytime,Secondary education,50.0,Portuguese,,no,no,yes,female,no,21,no,0,6.0,8,5,11.6,0,0.0,6.0,6,5.0,13.0,0,12.4,0.5,1.79,0.509,success
single,2nd phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,66.55,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,6,6,12.83333333,0,0.0,6.0,6,6.0,12.66666667,0,16.2,0.3,-0.92,0.575,success
single,2nd phase - general contingent,second choice,Nursing,daytime,Secondary education,72.5,Portuguese,yes,no,no,yes,female,no,18,no,0,8.0,9,8,14.3775,1,0.0,8.0,9,8.0,14.3775,1,9.4,-0.8,-3.12,0.684,success
single,Change of course,second choice,Social Service,daytime,Secondary education,74.5,Portuguese,yes,no,no,yes,female,no,28,no,8,11.0,11,9,11.66666667,0,8.0,11.0,13,9.0,12.55555556,0,10.8,1.4,1.74,0.6525,success
single,1st phase - general contingent,fourth choice,Nursing,daytime,Secondary education,69.5,Portuguese,yes,no,no,yes,female,yes,18,no,0,8.0,8,8,14.15375,0,0.0,8.0,8,8.0,14.15375,0,9.4,-0.8,-3.12,0.6515000000000001,success
single,2nd phase - general contingent,third choice,Tourism,daytime,Secondary education,57.5,Portuguese,yes,no,yes,yes,female,no,21,no,0,6.0,0,0,0.0,0,0.0,6.0,0,0.0,0.0,0,11.1,0.6,2.02,0.5665,failure
single,1st phase - general contingent,third choice,Nursing,daytime,Secondary education,68.5,Portuguese,no,no,no,yes,female,,18,no,0,7.0,10,7,13.398,0,0.0,8.0,8,8.0,13.5425,0,15.5,2.8,-4.06,0.623,success
single,1st phase - general contingent,second choice,Basic Education,daytime,Secondary education,62.5,Portuguese,,no,yes,no,female,no,21,no,0,6.0,8,3,13.66666667,0,0.0,6.0,7,3.0,10.66666667,0,15.5,2.8,-4.06,0.5745,failure
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,65.5,Portuguese,no,no,no,yes,male,no,19,no,0,5.0,6,5,11.5,0,0.0,5.0,5,5.0,11.6,0,9.4,-0.8,-3.12,0.6114999999999999,success
married,Over 23 years old,second choice,Equinculture,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,yes,no,yes,no,male,no,28,no,0,6.0,12,1,11.0,0,0.0,6.0,9,2.0,10.5,0,16.2,0.3,-0.92,0.6,failure
single,1st phase - general contingent,sixth choice,Social Service,daytime,Higher education - degree,67.5,Portuguese,no,no,yes,yes,female,no,18,no,0,6.0,6,6,12.16666667,0,0.0,6.0,6,6.0,12.33333333,0,10.8,1.4,1.74,0.647,success
married,Over 23 years old,third choice,Oral Hygiene,daytime,Secondary education,55.0,Portuguese,no,no,no,yes,female,yes,26,no,0,7.0,7,0,0.0,0,0.0,8.0,8,0.0,0.0,6,10.8,1.4,1.74,0.564,success
single,1st phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,69.0,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,6,6,12.66666667,0,0.0,6.0,6,6.0,13.66666667,0,12.7,3.7,-1.7,0.6675,success
single,3rd phase - general contingent,fifth choice,Tourism,daytime,Secondary education,59.5,Portuguese,yes,no,no,no,male,no,22,no,0,5.0,5,0,0.0,0,0.0,5.0,5,0.0,0.0,0,15.5,2.8,-4.06,0.5655,failure
single,1st phase - general contingent,seventh choice,Nursing,daytime,Secondary education,63.0,Portuguese,yes,no,no,yes,female,no,19,no,0,7.0,8,6,13.73166667,0,0.0,8.0,10,7.0,13.77142857,0,12.4,0.5,1.79,0.609,failure
single,Holders of other higher courses,second choice,Management (evening attendance),evening,Higher education - degree (1st cycle),75.0,Portuguese,yes,no,no,yes,male,no,44,no,3,7.0,9,7,13.5,0,0.0,5.0,6,5.0,16.2,0,8.9,1.4,3.51,0.75,failure
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,74.0,Portuguese,no,no,no,yes,female,no,18,no,0,6.0,6,6,13.0,0,0.0,6.0,6,6.0,12.83333333,0,10.8,1.4,1.74,0.7175,success
married,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,60.0,Portuguese,no,no,no,yes,male,no,45,no,0,5.0,6,5,14.0,0,0.0,5.0,6,5.0,14.16666667,0,12.4,0.5,1.79,0.841,success
single,Over 23 years old,second choice,Informatics Engineering,daytime,Secondary education,66.55,Portuguese,no,no,no,yes,male,yes,28,no,0,5.0,16,3,14.33333333,0,0.0,5.0,9,5.0,12.42857143,0,9.4,-0.8,-3.12,0.615,success
single,2nd phase - general contingent,second choice,Equinculture,daytime,Secondary education,66.0,Portuguese,no,no,no,yes,male,no,18,no,0,6.0,9,6,12.0,0,0.0,6.0,10,,12.16666667,0,11.1,0.6,2.02,0.639,failure
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,63.5,Portuguese,yes,no,no,yes,female,yes,18,no,0,6.0,7,6,15.71428571,0,0.0,6.0,17,5.0,12.77777778,0,12.4,0.5,1.79,0.616,success
single,2nd phase - general contingent,second choice,Basic Education,daytime,Secondary education,62.5,Portuguese,yes,no,no,no,female,,18,no,0,7.0,7,7,12.28571429,0,0.0,7.0,8,6.0,13.33333333,0,8.9,1.4,3.51,0.583,success
single,Over 23 years old,second choice,Veterinary Nursing,daytime,Secondary education,55.0,Portuguese,no,no,yes,no,male,no,37,no,5,7.0,7,5,12.0,0,3.0,7.0,7,3.0,11.66666667,0,8.9,1.4,3.51,0.7125,failure
single,1st phase - general contingent,second choice,Communication Design,daytime,Secondary education,58.0,Portuguese,yes,no,no,yes,male,no,19,no,0,6.0,6,6,11.5,0,0.0,6.0,8,6.0,12.28571429,0,8.9,1.4,3.51,0.552,success
married,Over 23 years old,second choice,Journalism and Communication,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,50.0,Portuguese,no,no,yes,no,male,no,50,no,0,6.0,7,1,15.0,0,0.0,5.0,12,0.0,0.0,0,10.8,1.4,1.74,0.8175,failure
single,1st phase - general contingent,third choice,Social Service,,Secondary education,64.5,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,7,6,,0,0.0,6.0,7,6.0,12.16666667,0,9.4,-0.8,-3.12,0.647,success
single,Change of course,second choice,Communication Design,daytime,Secondary education,54.0,Portuguese,yes,no,no,yes,male,no,25,no,11,17.0,18,13,,0,10.0,15.0,15,10.0,12.4,0,12.7,3.7,-1.7,0.526,failure
single,2nd phase - general contingent,second choice,Nursing,daytime,Secondary education,64.0,Portuguese,yes,no,no,yes,female,,20,no,0,7.0,9,6,11.605,0,0.0,8.0,10,7.0,12.4125,0,16.2,0.3,-0.92,0.586,success
single,Holders of other higher courses,second choice,Basic Education,daytime,Higher education - degree,70.0,Portuguese,yes,no,no,no,female,no,24,no,0,6.0,12,0,0.0,0,0.0,5.0,10,0.0,0.0,0,9.4,-0.8,-3.12,0.7,failure
single,1st phase - general contingent,second choice,Communication Design,daytime,Secondary education,70.0,Portuguese,no,no,no,yes,male,no,20,no,1,6.0,8,6,13.42857143,1,0.0,6.0,12,4.0,11.5,0,13.9,-0.3,0.79,0.6915,success
single,2nd phase - general contingent,third choice,Social Service (evening attendance),evening,Secondary education,60.0,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,8,4,10.5,0,0.0,6.0,8,4.0,11.25,0,10.8,1.4,1.74,0.574,success
divorced,Transfer,second choice,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,yes,no,no,yes,male,no,29,no,2,7.0,10,5,11.9,0,1.0,8.0,10,5.0,11.0,0,13.9,-0.3,0.79,0.63,failure
single,1st phase - general contingent,third choice,Veterinary Nursing,daytime,Secondary education,78.5,Portuguese,no,no,no,yes,female,no,18,no,0,5.0,7,4,12.75,0,0.0,5.0,6,4.0,12.75,0,7.6,2.6,0.32,0.7115,success
single,1st phase - special contingent (Azores Island),third choice,Basic Education,daytime,Secondary education,62.0,Portuguese,yes,no,no,yes,,yes,19,no,0,6.0,8,6,12.66666667,0,0.0,6.0,7,6.0,12.0,0,12.7,3.7,-1.7,0.5695,success
married,Change of course,second choice,Equinculture,daytime,12th year of schooling - not completed,66.55,Portuguese,no,no,no,yes,male,no,28,no,0,5.0,9,0,0.0,0,0.0,5.0,5,0.0,0.0,0,7.6,2.6,0.32,0.6409999999999999,failure
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,65.0,Portuguese,no,no,no,yes,male,no,22,no,4,10.0,21,5,11.4,1,2.0,7.0,13,6.0,11.66666667,0,15.5,2.8,-4.06,0.65,failure
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,75.5,Brazilian,yes,no,no,yes,female,yes,19,yes,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,13.9,-0.3,0.79,0.8095,success
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,79.5,Portuguese,,no,yes,,female,no,18,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,12.4,0.5,1.79,0.8109999999999999,failure
single,2nd phase - general contingent,fourth choice,Advertising and Marketing Management,daytime,Secondary education,73.5,Portuguese,no,no,yes,yes,female,no,19,no,0,5.0,5,1,10.0,0,0.0,5.0,5,0.0,0.0,0,9.4,-0.8,-3.12,0.644,failure
single,2nd phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,56.5,Portuguese,yes,no,yes,yes,female,no,20,no,0,6.0,10,2,11.66666667,0,0.0,6.0,10,4.0,10.5,0,15.5,2.8,-4.06,0.5335,failure
single,2nd phase - general contingent,fourth choice,Veterinary Nursing,daytime,Secondary education,60.0,Portuguese,no,no,no,yes,female,no,20,no,0,6.0,0,0,0.0,0,0.0,6.0,0,0.0,0.0,0,11.1,0.6,2.02,0.5565,failure
single,1st phase - general contingent,fourth choice,Nursing,daytime,Secondary education,53.0,Portuguese,yes,no,no,yes,female,no,19,no,0,7.0,8,7,13.025,0,0.0,8.0,9,8.0,13.81111111,0,13.9,,0.79,0.5475,success
single,1st phase - general contingent,third choice,Nursing,daytime,Secondary education,58.0,Portuguese,yes,no,no,yes,female,yes,23,no,0,7.0,8,6,12.99333333,0,0.0,8.0,9,8.0,12.66875,0,11.1,,2.02,0.545,success
single,Holders of other higher courses,second choice,Animation and Multimedia Design,daytime,Higher education - degree,65.0,Portuguese,no,no,no,no,male,no,18,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,9.4,-0.8,-3.12,0.65,failure
